timestamp,order_id,driver_id,driver_name,vehicle_id,vehicle_type,origin_lat,origin_lon,destination_lat,destination_lon,payload,allocation_score,allocation_reasoning,route_waypoints,estimated_distance_km,driver_rating,vehicle_fuel_level,driver_hours_worked,status
2026-01-24T03:23:12.313856,ORD-4293,D055,Maria Park,V012,CAR,37.3382,-121.8863,37.8044,-122.2711,247.78988788720042,0.9914117938374085,Proximity:1.00 Rating:1.00 Fuel:0.98,11,5.5,4.980877477702612,98.26986671879916,0.4182484279115761,AUTO_DISPATCHED
2026-01-24T03:23:12.319551,ORD-4376,D028,Lisa Park,V025,VAN,37.3382,-121.8863,37.8044,-122.2711,381.36637796528225,0.9867987486808031,Proximity:1.00 Rating:1.00 Fuel:0.96,11,5.5,4.997978813116438,96.32697117820146,0.6088688488925342,AUTO_DISPATCHED
2026-01-24T03:23:16.036501,ORD-8664,D036,Mohammed Anderson,V060,VAN,37.3382,-121.8863,37.7749,-122.4194,188.21654041261166,0.9729628327499783,Proximity:1.00 Rating:0.97 Fuel:0.94,11,5.5,4.8285729144045995,93.72858581118948,0.8618370034391867,AUTO_DISPATCHED
2026-01-24T03:23:17.475497,ORD-9897,D048,Kevin Khan,V013,VAN,37.3382,-121.8863,37.8044,-122.2711,218.26001187930444,0.9707450224157189,Proximity:1.00 Rating:0.96 Fuel:0.93,11,5.5,4.784036522831306,92.76799793353946,0.7814748318273979,AUTO_DISPATCHED
2026-01-24T03:23:18.845393,ORD-2059,D032,Carlos Patel,V066,TRUCK,37.3382,-121.8863,37.8044,-122.2711,159.75700850170597,0.9650484452332553,Proximity:1.00 Rating:0.92 Fuel:0.93,11,5.5,4.578510581866023,92.6275660994817,0.5626661752486526,AUTO_DISPATCHED
2026-01-24T03:23:19.735382,ORD-5411,D034,John Chen,V038,TRUCK,37.7749,-122.4194,37.8044,-122.2711,227.6315189698789,0.9719749144444421,Proximity:1.00 Rating:0.98 Fuel:0.92,11,5.5,4.900019431563812,92.36079870452355,1.0053648699916584,AUTO_DISPATCHED
2026-01-24T03:23:22.944150,ORD-3684,D045,Nina Lee,V048,VAN,37.7749,-122.4194,37.5485,-121.9886,254.5489998026406,0.9681798869442604,Proximity:1.00 Rating:0.97 Fuel:0.90,11,5.5,4.859562680911159,90.20663680666132,0.9210060401742419,AUTO_DISPATCHED
2026-01-24T03:23:24.076863,ORD-3695,D060,Robert Silva,V020,TRUCK,37.8044,-122.2711,37.5485,-121.9886,247.83794931045597,0.9780358783259387,Proximity:1.00 Rating:0.97 Fuel:0.90,11,5.5,4.860026382715745,89.77558402508869,0.08228424162592418,AUTO_DISPATCHED
2026-01-24T03:23:29.320259,ORD-6117,D069,Lisa Lee,V015,VAN,37.8044,-122.2711,37.5485,-121.9886,241.0291028678313,0.9674538714843178,Proximity:1.00 Rating:0.93 Fuel:0.87,11,5.5,4.663038643858389,87.4605757103532,0.02068302684380674,AUTO_DISPATCHED
2026-01-24T03:23:30.021404,ORD-3528,D063,Emma Anderson,V004,TRUCK,37.7749,-122.4194,37.8044,-122.2711,388.0375641144162,0.9583363350124565,Proximity:1.00 Rating:0.91 Fuel:0.87,11,5.5,4.543532781147942,87.11536568976419,0.32624198144859884,AUTO_DISPATCHED
2026-01-24T03:23:30.773486,ORD-4913,D022,Mohammed Zhang,V040,CAR,37.8044,-122.2711,37.7749,-122.4194,313.12487829165366,0.9643800834978261,Proximity:1.00 Rating:0.94 Fuel:0.86,11,5.5,4.694377068884194,85.71706968622593,0.15764830295044385,AUTO_DISPATCHED
2026-01-24T03:23:32.795829,ORD-9637,D008,Chris Tanaka,V046,VAN,37.8044,-122.2711,37.5485,-121.9886,259.74668715362134,0.9634100403247421,Proximity:1.00 Rating:0.93 Fuel:0.86,11,5.5,4.672489722100755,85.64265422253764,0.1562823914475615,AUTO_DISPATCHED
2026-01-24T03:23:33.564225,ORD-2872,D049,David Park,V037,VAN,37.3382,-121.8863,37.7749,-122.4194,303.46260764333954,0.9497216138002408,Proximity:1.00 Rating:0.93 Fuel:0.86,11,5.5,4.658056725419244,85.59895203664674,1.1999266617199242,AUTO_DISPATCHED
